Level,Date,State Postal Code,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Month
State,10/18/2022,PA,"431,286","55,901","29,685",10
State,10/18/2022,NV,"83,818","27,511","20,312",10
State,10/18/2022,FL,"499,668","118,658","133,283",10
State,10/18/2022,TN,"211,556","62,606","27,508",10
State,10/18/2022,MT,"47,639","5,458","7,242",10
State,10/18/2022,IL,"402,569","114,807","71,757",10
State,10/18/2022,AK,"11,465","8,634","8,204",10
State,10/18/2022,OR,"126,497","31,220","17,529",10
State,10/18/2022,WA,"184,779","33,969","53,813",10
State,10/18/2022,DC,"10,741","6,685","4,872",10
State,10/18/2022,TX,"901,534","213,914","124,366",10
State,10/18/2022,AR,"121,468","21,594","7,374",10
State,10/18/2022,IN,"242,190","46,713","25,396",10
State,10/18/2022,ME,"42,525","4,561","2,956",10
State,10/19/2022,MO,"270,592","45,643","28,062",10
State,10/19/2022,AL,"163,218","30,489","7,934",10
State,10/19/2022,AK,"9,007","6,404","9,239",10
State,10/19/2022,AZ,"212,274","63,975","44,806",10
State,10/19/2022,AR,"121,795","20,246","7,011",10
State,10/19/2022,CA,"917,037","215,776","139,268",10
State,10/19/2022,CO,"152,729","41,587","73,136",10
State,10/19/2022,CT,"60,075","9,194","9,770",10
State,10/19/2022,DE,"25,039","1,788","1,405",10
State,10/19/2022,DC,"10,623","6,827","4,783",10
State,10/19/2022,FL,"485,313","117,502","124,313",10
State,10/19/2022,GA,"358,832","92,091","43,280",10
State,10/19/2022,HI,"10,800","2,873","5,765",10
State,10/19/2022,ID,"65,605","17,051","6,968",10
State,10/19/2022,IL,"395,055","110,848","69,583",10
State,10/19/2022,IN,"243,770","45,318","24,527",10
State,10/19/2022,IA,"147,792","23,012","8,508",10
State,10/19/2022,KS,"122,606","24,771","13,418",10
State,10/19/2022,KY,"182,697","25,706","12,515",10
State,10/19/2022,LA,"156,051","31,460","15,001",10
State,10/19/2022,ME,"41,626","4,489","2,804",10
State,10/19/2022,MD,"132,949","26,209","16,265",10
State,10/19/2022,MA,"107,763","15,880","24,572",10
State,10/19/2022,MI,"342,513","52,244","29,315",10
State,10/19/2022,MN,"221,457","35,553","32,326",10
State,10/19/2022,MS,"115,649","24,630","5,318",10
State,10/19/2022,MT,"47,511","5,744","6,904",10
State,10/19/2022,NE,"80,565","10,336","7,942",10
State,10/19/2022,NV,"79,178","26,738","19,573",10
State,10/19/2022,NH,"35,306","2,380","2,928",10
State,10/19/2022,NJ,"149,586","28,955","24,947",10
State,10/19/2022,NM,"116,322","36,810","10,026",10
State,10/19/2022,NY,"480,260","95,121","67,323",10
State,10/19/2022,NC,"368,359","66,852","27,696",10
State,10/19/2022,ND,"38,572","7,565","2,611",10
State,10/19/2022,OH,"346,271","53,959","34,178",10
State,10/19/2022,OK,"157,343","23,316","9,941",10
State,10/19/2022,OR,"120,779","24,015","16,107",10
State,10/19/2022,PA,"418,798","52,925","28,502",10
State,10/19/2022,RI,"14,059","2,599","3,033",10
State,10/19/2022,SC,"166,654","31,454","12,545",10
State,10/19/2022,SD,"49,013","7,661","3,326",10
State,10/19/2022,TN,"204,287","59,308","25,555",10
State,10/19/2022,TX,"884,438","211,031","118,045",10
State,10/19/2022,UT,"120,792","33,227","20,284",10
State,10/19/2022,VT,"16,730","2,583","1,807",10
State,10/19/2022,VA,"290,494","54,142","22,722",10
State,10/19/2022,WA,"181,803","32,021","51,922",10
State,10/19/2022,WV,"75,420","9,588","2,769",10
State,10/19/2022,WI,"245,087","37,112","17,889",10
State,10/19/2022,WY,"34,115","4,809","2,560",10
State,10/20/2022,TX,"893,869","210,687","117,562",10
State,10/20/2022,OK,"150,961","23,135","10,146",10
State,10/20/2022,NM,"108,883","36,527","10,621",10
State,10/20/2022,DE,"25,492","1,675","1,509",10
State,10/20/2022,TN,"211,603","61,430","24,488",10
State,10/20/2022,NE,"82,624","10,774","8,231",10
State,10/20/2022,IL,"397,127","114,037","68,914",10
State,10/20/2022,DC,"11,007","6,756","4,491",10
State,10/20/2022,OR,"122,488","24,656","16,663",10
State,10/20/2022,MS,"114,354","25,190","5,191",10
State,10/20/2022,SD,"50,843","7,823","3,490",10
State,10/20/2022,WI,"240,941","38,439","18,257",10
State,10/20/2022,MO,"267,895","46,335","28,475",10
State,10/20/2022,ID,"64,057","16,863","6,976",10
State,10/20/2022,NV,"81,978","26,351","19,424",10
State,10/20/2022,PA,"415,975","52,843","27,546",10
State,10/20/2022,LA,"159,180","31,374","14,427",10
State,10/20/2022,FL,"495,802","125,977","123,921",10
State,10/20/2022,SC,"170,816","30,295","11,706",10
State,10/20/2022,AZ,"215,486","61,691","43,945",10
State,10/20/2022,HI,"9,136","2,455","6,010",10
State,10/20/2022,AK,"10,208","9,533","8,729",10
State,10/20/2022,RI,"13,900","2,433","2,770",10
State,10/20/2022,NY,"474,585","90,005","65,022",10
State,10/20/2022,GA,"360,415","92,340","40,739",10
State,10/20/2022,MD,"134,304","26,461","16,367",10
State,10/20/2022,AR,"117,223","21,520","6,959",10
State,10/20/2022,VA,"278,256","56,498","23,098",10
State,10/20/2022,WA,"179,149","33,630","52,274",10
State,10/20/2022,KY,"185,121","25,262","11,672",10
State,10/20/2022,WY,"33,703","5,020","2,657",10
State,10/20/2022,NC,"375,186","63,903","27,099",10
State,10/20/2022,NJ,"151,780","29,696","24,106",10
State,10/20/2022,AL,"167,758","31,288","7,260",10
State,10/20/2022,CA,"917,947","219,914","139,025",10
State,10/20/2022,NH,"32,968","2,413","3,034",10
State,10/20/2022,KS,"121,302","26,539","13,442",10
State,10/20/2022,WV,"72,155","9,562","2,832",10
State,10/20/2022,ND,"37,988","7,767","2,778",10
State,10/20/2022,MN,"222,525","37,473","33,173",10
State,10/20/2022,VT,"15,766","2,351","1,968",10
State,10/20/2022,CO,"159,260","43,561","74,932",10
State,10/20/2022,MT,"44,125","5,725","6,874",10
State,10/20/2022,IA,"149,018","22,797","8,357",10
State,10/20/2022,MA,"106,378","15,897","23,607",10
State,10/20/2022,OH,"339,478","54,973","34,617",10
State,10/20/2022,ME,"42,848","4,524","2,698",10
State,10/20/2022,UT,"119,033","33,148","19,674",10
State,10/20/2022,CT,"58,829","8,916","9,110",10
State,10/20/2022,MI,"345,768","52,929","29,370",10
State,10/20/2022,IN,"235,540","44,787","23,846",10
State,10/21/2022,AL,"190,278","33,737","7,314",10
State,10/21/2022,NH,"34,645","2,538","2,996",10
State,10/21/2022,MD,"152,316","30,762","17,213",10
State,10/21/2022,NJ,"165,870","32,914","25,830",10
State,10/21/2022,ME,"43,536","4,175","2,557",10
State,10/21/2022,AZ,"235,637","62,125","46,383",10
State,10/21/2022,NM,"122,673","38,780","10,985",10
State,10/21/2022,LA,"183,912","32,471","15,250",10
State,10/21/2022,NY,"529,930","96,965","67,151",10
State,10/21/2022,KY,"197,286","27,127","12,155",10
State,10/21/2022,NC,"420,829","71,211","27,491",10
State,10/21/2022,KS,"139,763","28,740","13,351",10
State,10/21/2022,ND,"41,621","7,708","2,747",10
State,10/21/2022,IA,"164,715","25,088","8,442",10
State,10/21/2022,WV,"77,342","10,387","2,737",10
State,10/21/2022,OH,"368,137","57,802","35,691",10
State,10/21/2022,IN,"260,694","48,624","24,026",10
State,10/21/2022,OK,"183,437","25,524","10,551",10
State,10/21/2022,IL,"435,967","120,662","71,119",10
State,10/21/2022,OR,"134,335","25,450","17,395",10
State,10/21/2022,ID,"72,533","18,550","7,432",10
State,10/21/2022,AK,"11,912","18,034","8,838",10
State,10/21/2022,PA,"458,632","55,558","29,201",10
State,10/21/2022,HI,"10,045","2,662","6,279",10
State,10/21/2022,RI,"15,311","2,796","2,854",10
State,10/21/2022,GA,"394,911","99,136","42,372",10
State,10/21/2022,WY,"38,981","5,333","2,796",10
State,10/21/2022,SC,"188,575","33,138","12,325",10
State,10/21/2022,FL,"559,500","161,397","132,440",10
State,10/21/2022,SD,"58,702","8,809","3,253",10
State,10/21/2022,DC,"11,684","6,664","5,059",10
State,10/21/2022,WI,"271,807","40,991","18,575",10
State,10/21/2022,TN,"241,850","65,696","25,625",10
State,10/21/2022,DE,"27,432","1,967","1,490",10
State,10/21/2022,TX,"1,020,957","236,185","121,099",10
State,10/21/2022,CT,"59,423","10,188","9,672",10
State,10/21/2022,UT,"133,035","35,588","19,108",10
State,10/21/2022,CO,"169,079","47,227","80,249",10
State,10/21/2022,MA,"115,589","17,151","25,220",10
State,10/21/2022,VT,"17,292","2,603","1,547",10
State,10/21/2022,CA,"1,036,320","243,807","145,348",10
State,10/21/2022,VA,"307,222","58,664","23,788",10
State,10/21/2022,AR,"133,106","24,026","7,079",10
State,10/21/2022,MO,"294,526","47,651","29,242",10
State,10/21/2022,MS,"128,983","27,233","5,200",10
State,10/21/2022,MT,"50,235","6,097","7,310",10
State,10/21/2022,MN,"253,665","38,678","33,876",10
State,10/21/2022,NE,"96,524","11,412","8,375",10
State,10/21/2022,MI,"392,837","57,468","31,205",10
State,10/21/2022,WA,"197,894","35,714","55,660",10
State,10/21/2022,NV,"92,152","29,165","20,282",10
State,10/22/2022,NH,"33,352","2,156","2,840",10
State,10/22/2022,TX,"993,610","227,784","121,173",10
State,10/22/2022,CT,"57,534","9,689","10,523",10
State,10/22/2022,MT,"50,706","5,964","6,730",10
State,10/22/2022,IN,"252,623","48,029","24,046",10
State,10/22/2022,AL,"179,657","30,920","7,200",10
State,10/22/2022,OH,"356,331","54,894","36,064",10
State,10/22/2022,MN,"258,294","38,437","33,158",10
State,10/22/2022,UT,"141,352","35,389","19,139",10
State,10/22/2022,CO,"169,446","42,859","75,604",10
State,10/22/2022,NV,"84,942","28,782","19,376",10
State,10/22/2022,IA,"161,040","23,685","8,517",10
State,10/22/2022,NJ,"176,004","31,856","26,521",10
State,10/22/2022,ND,"42,683","7,414","2,661",10
State,10/22/2022,AZ,"239,554","58,722","45,563",10
State,10/22/2022,VT,"16,692","2,602","1,772",10
State,10/22/2022,CA,"1,017,740","242,849","146,708",10
State,10/22/2022,MD,"160,616","29,295","18,134",10
State,10/22/2022,KS,"137,284","26,604","13,098",10
State,10/22/2022,NC,"402,414","67,701","27,087",10
State,10/22/2022,KY,"186,570","25,645","11,554",10
State,10/22/2022,WA,"195,187","35,137","53,505",10
State,10/22/2022,VA,"314,019","56,143","23,271",10
State,10/22/2022,AR,"136,176","20,907","6,848",10
State,10/22/2022,NE,"88,114","10,931","7,709",10
State,10/22/2022,GA,"378,950","94,219","41,232",10
State,10/22/2022,NY,"543,291","93,655","71,831",10
State,10/22/2022,RI,"14,291","2,742","2,833",10
State,10/22/2022,LA,"179,198","30,149","14,458",10
State,10/22/2022,HI,"9,044","2,771","6,124",10
State,10/22/2022,MI,"378,578","56,422","31,785",10
State,10/22/2022,SC,"175,505","31,237","12,009",10
State,10/22/2022,FL,"549,498","148,434","135,539",10
State,10/22/2022,MO,"292,594","43,058","27,778",10
State,10/22/2022,PA,"446,186","51,931","28,859",10
State,10/22/2022,ID,"74,760","18,231","7,405",10
State,10/22/2022,OR,"133,252","23,809","16,413",10
State,10/22/2022,MS,"122,920","23,969","4,962",10
State,10/22/2022,SD,"55,637","8,047","3,122",10
State,10/22/2022,DC,"10,237","7,084","5,009",10
State,10/22/2022,MA,"114,356","16,130","24,843",10
State,10/22/2022,AK,"11,095","13,177","7,589",10
State,10/22/2022,NM,"121,482","34,820","10,789",10
State,10/22/2022,IL,"411,713","113,633","69,593",10
State,10/22/2022,WY,"38,849","5,222","2,619",10
State,10/22/2022,TN,"234,686","60,770","24,622",10
State,10/22/2022,DE,"27,124","1,773","1,443",10
State,10/22/2022,ME,"40,818","4,209","2,406",10
State,10/22/2022,OK,"180,466","23,367","10,201",10
State,10/22/2022,WI,"269,677","38,100","17,576",10
State,10/22/2022,WV,"73,218","9,037","2,603",10
State,10/23/2022,OK,"181,113","24,182","10,275",10
State,10/23/2022,WV,"76,713","9,379","2,671",10
State,10/23/2022,IN,"245,469","46,495","23,863",10
State,10/23/2022,ME,"41,708","3,676","2,515",10
State,10/23/2022,TX,"1,017,188","228,811","125,662",10
State,10/23/2022,DC,"10,366","7,330","5,159",10
State,10/23/2022,NY,"539,592","91,542","72,606",10
State,10/23/2022,OR,"132,254","23,978","16,402",10
State,10/23/2022,AZ,"246,293","54,761","44,495",10
State,10/23/2022,IL,"417,121","114,449","73,126",10
State,10/23/2022,MI,"383,050","55,549","32,162",10
State,10/23/2022,TN,"231,422","61,418","25,606",10
State,10/23/2022,FL,"551,922","161,751","136,703",10
State,10/23/2022,MT,"51,390","5,900","6,855",10
State,10/23/2022,PA,"450,174","53,236","29,778",10
State,10/23/2022,WI,"277,965","38,815","17,577",10
State,10/23/2022,ID,"74,850","19,316","7,719",10
State,10/23/2022,MO,"296,159","43,245","28,594",10
State,10/23/2022,SD,"55,854","8,245","3,440",10
State,10/23/2022,GA,"397,312","96,809","43,417",10
State,10/23/2022,NV,"87,463","27,288","19,673",10
State,10/23/2022,RI,"14,558","2,871","3,000",10
State,10/23/2022,HI,"8,944","2,602","5,730",10
State,10/23/2022,SC,"181,874","32,609","12,522",10
State,10/23/2022,LA,"186,498","31,508","14,602",10
State,10/23/2022,AL,"186,718","33,194","7,349",10
State,10/23/2022,MN,"266,169","39,162","33,124",10
State,10/23/2022,WA,"200,233","34,072","56,800",10
State,10/23/2022,CA,"1,008,133","241,210","144,393",10
State,10/23/2022,NH,"35,470","2,398","3,235",10
State,10/23/2022,NC,"417,900","70,354","27,675",10
State,10/23/2022,AR,"141,616","21,414","6,676",10
State,10/23/2022,KY,"187,516","24,973","11,251",10
State,10/23/2022,MD,"161,287","30,833","18,286",10
State,10/23/2022,VA,"311,037","56,478","23,935",10
State,10/23/2022,CO,"166,096","40,585","75,304",10
State,10/23/2022,NM,"126,699","36,918","11,064",10
State,10/23/2022,ND,"43,373","7,576","2,607",10
State,10/23/2022,WY,"36,201","5,438","2,671",10
State,10/23/2022,KS,"136,319","26,620","13,742",10
State,10/23/2022,MA,"117,962","15,387","25,033",10
State,10/23/2022,VT,"17,919","2,243","1,985",10
State,10/23/2022,CT,"59,903","8,871","10,121",10
State,10/23/2022,NE,"84,199","10,705","7,907",10
State,10/23/2022,OH,"346,567","55,182","36,617",10
State,10/23/2022,AK,"11,491","8,736","8,549",10
State,10/23/2022,IA,"162,448","23,882","8,350",10
State,10/23/2022,MS,"123,982","25,231","5,361",10
State,10/23/2022,UT,"137,174","36,876","20,920",10
State,10/23/2022,DE,"28,578","1,812","1,484",10
State,10/23/2022,NJ,"182,265","33,112","27,122",10
State,10/24/2022,NH,"33,100","2,380","2,894",10
State,10/24/2022,MI,"347,859","51,255","29,547",10
State,10/24/2022,NV,"77,393","25,240","17,729",10
State,10/24/2022,MN,"197,954","33,084","30,869",10
State,10/24/2022,NE,"78,540","10,293","7,968",10
State,10/24/2022,MS,"119,483","24,910","5,060",10
State,10/24/2022,MT,"44,914","4,934","6,652",10
State,10/24/2022,MO,"273,019","40,716","27,120",10
State,10/24/2022,WA,"185,451","31,969","53,841",10
State,10/24/2022,CA,"896,200","216,731","129,549",10
State,10/24/2022,WY,"33,353","4,905","2,442",10
State,10/24/2022,VA,"274,846","52,102","22,105",10
State,10/24/2022,CO,"144,383","34,553","69,628",10
State,10/24/2022,VT,"18,062","2,600","2,002",10
State,10/24/2022,CT,"56,017","8,650","9,204",10
State,10/24/2022,UT,"110,068","33,401","18,915",10
State,10/24/2022,DE,"29,251","1,662","1,446",10
State,10/24/2022,AK,"10,577","11,936","9,304",10
State,10/24/2022,TX,"909,486","207,290","112,380",10
State,10/24/2022,DC,"9,491","5,518","5,191",10
State,10/24/2022,TN,"220,907","60,122","23,766",10
State,10/24/2022,FL,"491,891","136,848","123,121",10
State,10/24/2022,SD,"49,734","6,955","3,469",10
State,10/24/2022,GA,"353,070","86,634","40,284",10
State,10/24/2022,SC,"174,020","28,857","11,761",10
State,10/24/2022,HI,"8,779","2,523","5,517",10
State,10/24/2022,WI,"236,711","36,113","16,694",10
State,10/24/2022,RI,"13,388","2,473","3,071",10
State,10/24/2022,ID,"63,748","18,266","7,013",10
State,10/24/2022,PA,"440,394","47,693","27,765",10
State,10/24/2022,IL,"379,397","104,313","65,238",10
State,10/24/2022,OR,"123,471","23,600","15,084",10
State,10/24/2022,IN,"228,222","43,411","21,146",10
State,10/24/2022,AZ,"212,031","48,978","41,166",10
State,10/24/2022,OK,"170,831","22,802","9,501",10
State,10/24/2022,IA,"148,234","22,626","7,752",10
State,10/24/2022,OH,"351,880","53,080","33,214",10
State,10/24/2022,KS,"124,320","26,041","13,112",10
State,10/24/2022,AL,"172,430","29,167","6,471",10
State,10/24/2022,ND,"35,349","6,358","2,645",10
State,10/24/2022,KY,"186,023","25,584","11,011",10
State,10/24/2022,NC,"380,369","63,045","25,501",10
State,10/24/2022,LA,"162,901","30,862","14,157",10
State,10/24/2022,WV,"72,284","9,372","2,728",10
State,10/24/2022,NY,"477,474","87,492","63,048",10
State,10/24/2022,ME,"40,058","4,237","2,545",10
State,10/24/2022,NM,"115,430","36,461","10,319",10
State,10/24/2022,MD,"130,972","27,655","15,630",10
State,10/24/2022,NJ,"145,468","27,308","23,831",10
State,10/24/2022,MA,"106,855","14,800","23,327",10
State,10/24/2022,AR,"126,010","21,870","6,180",10
State,10/25/2022,OK,"171,519","23,736","9,537",10
State,10/25/2022,MS,"113,756","24,184","5,129",10
State,10/25/2022,DE,"26,955","1,352","1,430",10
State,10/25/2022,UT,"105,323","36,332","19,377",10
State,10/25/2022,NM,"104,045","38,594","9,753",10
State,10/25/2022,IA,"146,085","22,648","8,098",10
State,10/25/2022,AZ,"204,753","50,545","41,735",10
State,10/25/2022,OH,"343,363","51,283","32,910",10
State,10/25/2022,NH,"31,691","2,358","2,793",10
State,10/25/2022,CT,"55,493","8,171","9,388",10
State,10/25/2022,VT,"16,232","2,679","1,839",10
State,10/25/2022,NE,"79,845","9,990","7,592",10
State,10/25/2022,KS,"119,050","25,278","13,329",10
State,10/25/2022,WY,"32,768","5,173","2,703",10
State,10/25/2022,ND,"33,478","6,410","2,555",10
State,10/25/2022,MA,"103,600","14,951","22,730",10
State,10/25/2022,CO,"144,444","33,368","67,763",10
State,10/25/2022,VA,"271,138","50,884","22,020",10
State,10/25/2022,MD,"131,572","27,357","16,675",10
State,10/25/2022,KY,"179,189","26,139","11,533",10
State,10/25/2022,WV,"75,175","9,718","2,659",10
State,10/25/2022,NC,"372,067","59,158","24,604",10
State,10/25/2022,MN,"193,432","34,249","30,844",10
State,10/25/2022,CA,"887,145","235,260","133,827",10
State,10/25/2022,MO,"254,150","43,395","27,613",10
State,10/25/2022,SC,"172,736","28,088","11,121",10
State,10/25/2022,WI,"224,190","35,790","16,870",10
State,10/25/2022,NJ,"138,287","27,298","22,731",10
State,10/25/2022,HI,"10,067","2,535","5,957",10
State,10/25/2022,LA,"153,627","30,565","14,190",10
State,10/25/2022,RI,"13,697","2,952","2,714",10
State,10/25/2022,MI,"331,483","51,105","29,422",10
State,10/25/2022,GA,"344,919","87,166","38,165",10
State,10/25/2022,SD,"49,592","6,878","3,171",10
State,10/25/2022,NY,"458,711","86,923","61,604",10
State,10/25/2022,ID,"66,225","18,754","7,151",10
State,10/25/2022,AL,"166,804","28,499","6,556",10
State,10/25/2022,PA,"433,949","53,149","28,349",10
State,10/25/2022,NV,"77,236","25,322","18,436",10
State,10/25/2022,FL,"469,215","122,708","118,210",10
State,10/25/2022,TN,"209,616","59,515","23,243",10
State,10/25/2022,MT,"41,862","5,497","7,046",10
State,10/25/2022,IL,"372,544","104,390","66,307",10
State,10/25/2022,AK,"11,530","17,086","8,763",10
State,10/25/2022,OR,"122,460","23,597","15,436",10
State,10/25/2022,WA,"183,695","31,126","52,336",10
State,10/25/2022,DC,"9,790","7,296","4,978",10
State,10/25/2022,TX,"835,398","200,995","110,020",10
State,10/25/2022,AR,"118,417","20,506","6,430",10
State,10/25/2022,IN,"225,320","42,812","21,056",10
State,10/25/2022,ME,"40,025","4,221","2,488",10
State,10/26/2022,MO,"263,253","41,670","28,815",10
State,10/26/2022,AL,"173,811","31,249","7,031",10
State,10/26/2022,AK,"10,462","16,487","9,166",10
State,10/26/2022,AZ,"217,801","56,176","43,934",10
State,10/26/2022,AR,"123,726","20,923","6,734",10
State,10/26/2022,CA,"933,531","275,851","145,231",10
State,10/26/2022,CO,"150,100","36,723","68,872",10
State,10/26/2022,CT,"58,876","9,265","9,758",10
State,10/26/2022,DE,"26,048","1,575","1,521",10
State,10/26/2022,DC,"9,648","6,477","5,329",10
State,10/26/2022,FL,"494,399","128,862","126,943",10
State,10/26/2022,GA,"360,156","91,935","40,104",10
State,10/26/2022,HI,"9,801","2,900","6,256",10
State,10/26/2022,ID,"65,897","19,151","7,014",10
State,10/26/2022,IL,"377,297","106,335","70,948",10
State,10/26/2022,IN,"232,154","43,296","22,500",10
State,10/26/2022,IA,"150,952","22,462","8,023",10
State,10/26/2022,KS,"126,294","26,538","14,398",10
State,10/26/2022,KY,"190,213","26,885","11,498",10
State,10/26/2022,LA,"158,869","31,395","15,611",10
State,10/26/2022,ME,"40,549","4,248","2,478",10
State,10/26/2022,MD,"138,256","29,613","16,937",10
State,10/26/2022,MA,"108,204","16,362","23,619",10
State,10/26/2022,MI,"350,618","53,835","29,819",10
State,10/26/2022,MN,"203,833","34,966","30,913",10
State,10/26/2022,MS,"117,956","24,635","5,499",10
State,10/26/2022,MT,"45,478","5,136","7,446",10
State,10/26/2022,NE,"81,765","9,644","7,615",10
State,10/26/2022,NV,"78,416","28,215","19,221",10
State,10/26/2022,NH,"33,517","2,593","2,990",10
State,10/26/2022,NJ,"147,094","28,666","24,201",10
State,10/26/2022,NM,"112,452","40,392","9,784",10
State,10/26/2022,NY,"476,414","89,844","66,241",10
State,10/26/2022,NC,"388,804","61,158","26,334",10
State,10/26/2022,ND,"32,380","7,340","2,721",10
State,10/26/2022,OH,"365,127","55,756","34,292",10
State,10/26/2022,OK,"173,498","23,954","9,900",10
State,10/26/2022,OR,"129,638","24,675","16,224",10
State,10/26/2022,PA,"448,513","55,926","28,678",10
State,10/26/2022,RI,"15,093","2,745","3,178",10
State,10/26/2022,SC,"181,157","27,790","11,587",10
State,10/26/2022,SD,"51,433","7,596","3,335",10
State,10/26/2022,TN,"213,974","60,338","24,222",10
State,10/26/2022,TX,"863,172","213,530","118,919",10
State,10/26/2022,UT,"113,979","38,663","20,763",10
State,10/26/2022,VT,"17,570","2,942","1,800",10
State,10/26/2022,VA,"282,709","55,233","23,497",10
State,10/26/2022,WA,"187,982","32,040","53,403",10
State,10/26/2022,WV,"77,335","10,772","2,814",10
State,10/26/2022,WI,"239,880","37,922","17,881",10
State,10/26/2022,WY,"34,590","5,057","2,633",10
State,10/27/2022,TX,"858,727","203,873","115,690",10
State,10/27/2022,OK,"155,670","22,926","9,518",10
State,10/27/2022,NM,"109,431","36,900","8,884",10
State,10/27/2022,DE,"26,366","1,788","1,494",10
State,10/27/2022,TN,"206,714","58,001","24,138",10
State,10/27/2022,NE,"79,066","9,642","7,658",10
State,10/27/2022,IL,"376,787","104,376","70,481",10
State,10/27/2022,DC,"9,880","6,288","5,483",10
State,10/27/2022,OR,"124,354","22,340","15,249",10
State,10/27/2022,MS,"118,291","25,032","5,466",10
State,10/27/2022,SD,"52,219","8,030","3,183",10
State,10/27/2022,WI,"239,510","36,976","17,956",10
State,10/27/2022,MO,"259,483","40,770","28,342",10
State,10/27/2022,ID,"62,241","17,597","6,799",10
State,10/27/2022,NV,"80,061","26,410","18,557",10
State,10/27/2022,PA,"428,082","53,026","28,560",10
State,10/27/2022,LA,"155,874","35,332","14,780",10
State,10/27/2022,FL,"486,656","116,132","126,730",10
State,10/27/2022,SC,"172,501","28,042","11,635",10
State,10/27/2022,AZ,"211,753","54,136","41,588",10
State,10/27/2022,HI,"9,602","2,490","5,723",10
State,10/27/2022,AK,"9,001","18,292","8,152",10
State,10/27/2022,RI,"14,642","2,907","2,948",10
State,10/27/2022,NY,"462,146","83,265","69,789",10
State,10/27/2022,GA,"349,090","89,556","41,203",10
State,10/27/2022,MD,"132,956","26,986","17,890",10
State,10/27/2022,AR,"121,488","19,987","6,552",10
State,10/27/2022,VA,"276,190","53,148","23,417",10
State,10/27/2022,WA,"185,075","30,414","52,399",10
State,10/27/2022,KY,"178,049","25,142","11,610",10
State,10/27/2022,WY,"32,122","4,823","2,601",10
State,10/27/2022,NC,"375,325","60,268","26,626",10
State,10/27/2022,NJ,"144,692","28,401","25,034",10
State,10/27/2022,AL,"160,576","29,677","7,005",10
State,10/27/2022,CA,"898,790","267,738","140,151",10
State,10/27/2022,NH,"32,095","2,578","2,978",10
State,10/27/2022,KS,"120,682","24,475","13,497",10
State,10/27/2022,WV,"75,124","10,026","2,662",10
State,10/27/2022,ND,"35,400","6,718","2,700",10
State,10/27/2022,MN,"208,788","32,565","30,855",10
State,10/27/2022,VT,"17,347","2,549","1,918",10
State,10/27/2022,CO,"148,432","36,414","68,140",10
State,10/27/2022,MT,"46,122","5,612","7,017",10
State,10/27/2022,IA,"147,705","21,806","7,826",10
State,10/27/2022,MA,"106,555","15,572","23,843",10
State,10/27/2022,OH,"343,711","52,531","33,434",10
State,10/27/2022,ME,"39,593","4,039","2,559",10
State,10/27/2022,UT,"110,342","37,426","20,162",10
State,10/27/2022,CT,"56,211","8,521","9,954",10
State,10/27/2022,MI,"340,115","51,438","30,602",10
State,10/27/2022,IN,"222,631","42,231","21,837",10
State,10/28/2022,AL,"171,104","28,517","6,913",10
State,10/28/2022,NH,"32,631","2,310","2,943",10
State,10/28/2022,MD,"137,448","27,288","16,386",10
State,10/28/2022,NJ,"154,963","27,166","23,130",10
State,10/28/2022,ME,"40,346","3,956","2,431",10
State,10/28/2022,AZ,"218,032","57,679","40,936",10
State,10/28/2022,NM,"116,214","37,717","8,918",10
State,10/28/2022,LA,"171,043","32,370","13,979",10
State,10/28/2022,NY,"491,228","83,323","62,645",10
State,10/28/2022,KY,"184,919","23,988","11,109",10
State,10/28/2022,NC,"393,724","59,022","24,651",10
State,10/28/2022,KS,"133,374","26,879","13,656",10
State,10/28/2022,ND,"38,408","7,120","2,700",10
State,10/28/2022,IA,"157,501","23,289","7,778",10
State,10/28/2022,WV,"76,364","9,609","2,791",10
State,10/28/2022,OH,"348,925","50,381","30,947",10
State,10/28/2022,IN,"229,966","42,054","19,877",10
State,10/28/2022,OK,"164,822","21,879","9,009",10
State,10/28/2022,IL,"386,280","105,335","64,854",10
State,10/28/2022,OR,"129,828","20,563","15,363",10
State,10/28/2022,ID,"68,994","17,470","6,370",10
State,10/28/2022,AK,"9,680","15,274","8,471",10
State,10/28/2022,PA,"441,743","51,309","26,200",10
State,10/28/2022,HI,"9,484","2,977","5,182",10
State,10/28/2022,RI,"14,832","3,087","2,711",10
State,10/28/2022,GA,"368,027","86,028","40,116",10
State,10/28/2022,WY,"38,890","5,064","2,394",10
State,10/28/2022,SC,"180,168","27,384","11,042",10
State,10/28/2022,FL,"515,905","124,290","118,156",10
State,10/28/2022,SD,"53,729","8,148","3,131",10
State,10/28/2022,DC,"9,590","6,747","6,080",10
State,10/28/2022,WI,"257,787","36,503","17,937",10
State,10/28/2022,TN,"216,209","55,903","22,686",10
State,10/28/2022,DE,"26,761","1,542","1,252",10
State,10/28/2022,TX,"947,395","204,608","105,961",10
State,10/28/2022,CT,"59,458","9,165","9,282",10
State,10/28/2022,UT,"124,516","35,918","18,956",10
State,10/28/2022,CO,"154,387","35,715","68,242",10
State,10/28/2022,MA,"109,174","15,927","22,416",10
State,10/28/2022,VT,"17,247","2,898","1,653",10
State,10/28/2022,CA,"950,665","258,775","133,750",10
State,10/28/2022,VA,"288,387","50,592","21,952",10
